ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,Reviewer,Review
31-11,03/31/2023 16:43:12,https://twitter.com/ThyzenKingTrix/status/961382119384723456,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"Kung totoong nanalo si madam dapat wala syang takot na ipaulit ang pagbilang o #recount. Kasi kung sa #recount ay sya padin ang nanalo, abay KAHIYAHIYA si #BBM. Pero bakit parang ayaw ni madam ng #recount? May MALALAMAN ba kaya tayong bago? #FakeVP #recount #VPBBM 
@Fitch1124",,"Text, Reply",07/02/2018 23:32:13,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,961382119384723456,,
31-12,03/31/2023 16:43:12,https://twitter.com/tinkerbeen/status/961917423615029248,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@tinkerbeen,tinkerbee,,,14/08/2023 00:00:00,60,413,,Leni Robredo just accused BBM of pulling off publicity stunts. LOL. They're so used to accusing others of crimes that they themselves committed. #Recount #StartTheRecount #ElectoralFraud #FakeVP,,Text,2018-02-09 10:59:20,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No bio and location,961917423615029248,,
31-13,03/31/2023 16:43:12,https://twitter.com/jfyjuico/status/963322672540139521,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@jfyjuico,Jeff Juico,"A mentor that believes...Teaching middle school is like a walk in the park, but...Jurassic Park. ",,15/09/2023 00:00:00,"1,377","1,383","California, USA","Big contrast indeed, PRRD is working hardto improve everybody’s life while the VP is doing photo op to improve her image tainted by cheatingin the election #notoyellow #fakevp",,"Text, Reply",2018-02-13 8:03:17,,Rational,0,1,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,963322672540139521,,
31-14,03/31/2023 16:43:12,https://twitter.com/TigerbasRichard/status/964435023792291840,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@TigerbasRichard,Kooyangi & Hachi,"Just give me a book to read and coffee, then i'll keep quiet .....unless you want some loving ",,15/10/2023 00:00:00,652,"1,266",Paranaque City,Fuck Leni and all her ideas! #FakeVP #VPRecountNow,,"Text, Reply",2018-02-16 9:43:22,,Emotional,1,0,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,964435023792291840,,
31-15,03/31/2023 16:43:12,https://twitter.com/YukiShiroMirai/status/968900980237516800,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@YukiShiroMirai,ᜌᜓᜃᜒᜐ᜔ᜑᜒᜇᜓᜐᜓᜊᜁᜒᜇ,#Anime #Manga #Hobby #Loli,,16/09/2023 00:00:00,"2,770",225,Maharlika,"She doesn't even know what Federalism is all about she doesn't deserve to be a true VP and plus she's a CHEATER.
#RecountOrResign
#FakeVP 
#Lugaw",,"Text, Reply",2018-02-28 17:29:29,,Emotional,0,0,2,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,968900980237516800,,
31-16,03/31/2023 16:43:12,https://twitter.com/EddieQuyo/status/969271932494336000,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA",Hangg’at hindi umupo si BBM siya ay walang humpay na tawaging #FakeVp,,"Text, Reply",2018-03-01 18:03:31,,Emotional,1,0,4,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,969271932494336000,,
31-17,16/03/2023 15:4:00,https://twitter.com/tapatnapilipino/status/969632904501387264,31,"De Castro, Hans Gabriel",RBRD,Leni Robredo cheated during the 2016 General Election,"fakevp, leni mandaraya, 2016 election, leni mandaraya 2016",@tapatnapilipino,"TapatNaPilipino(TNP)
","Ang naninira sa gobyerno ay kasiraan sa Lahing Pilipino, katulad din ng pagaakusa na di mapatunayan, kaya dapat sila ay nasa bilangguan habangbuhay.
",Anonymous,04/11,58,317,Sa Puso ng Pilipinas,"LP mandaraya sa election...imagine si Franklin Drillon naka-18M votes, si Joel Villanueva, Kiko, De Lima,? Yan lang ay patunay na malawakan ang pandaraya ng LP last 2016 election. Walang may gusto sa kanila pero nanalo. Paano na si Leni Robredo na hindi naman kilala ng Pilipinas",,Text,03/03/2018 01:57:00,,rational,23,0,11,1,,,PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},Not real location,969632904501387264,,
31-18,03/31/2023 16:43:12,https://twitter.com/ailec_0/status/970231348391706624,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ailec_0,Ailec Etazla,"Lyceum of the Philippines   OFW, Fashion Consultant, Dog lovers, Best Friend to Yabri and Tillah, Generous, Jetsetter, trying hard trendsetter",,14/09/2023 00:00:00,85,112,,tama ka #fakevp talagang di maganda kung ala na tiwal sayo ang mga tao. pero never namin pinagkatiwalaan ka. #mandarayasaelection,,"Text, Reply",2018-03-04 9:35:54,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,970231348391706624,,
31-19,03/31/2023 16:43:12,https://twitter.com/Ilokosboy/status/971215081265491968,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Ilokosboy,hen. del Pilar,"Modern day version of the brave hero Gregorio del Pilar, who perished in Tirad Pass I’m for truth & fairness for common good & eradicate evils of society",,17/05/2023 00:00:00,397,271,"California, USA","I’d agree, but then again, Noynoy appointed Sereno as CJ, Conching Carpio-Morales to Sandigan Bayan, Bautista as Comelec chairman, to manipulate everything including cheating to seat a #FakeVp to regain power & to absolve them in corruption lawsuits! So it’s looking ahead!!!",,"Text, Reply",2018-03-07 2:44:54,,Rational,3,1,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,971215081265491968,,
31-20,03/31/2023 16:43:12,https://twitter.com/ngiruf/status/971410389782024194,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ngiruf,Bran Frish,"A  , random shit",,10/06/2023 00:00:00,50,44,Singapore,#fakeVP ka talaga!!!,,Text,2018-03-07 15:40:59,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,971410389782024194,,
31-21,03/31/2023 16:43:12,https://twitter.com/EddieQuyo/status/972207666742280192,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA","They couldn’t do anything against Duterte bec the Fil public embraced him warmly as was shown in the campaign trail! So they instructed Smartmatic to do hocus pocus on the VP race, & so we have a #fakeVP",,"Text, Reply",2018-03-09 20:29:05,,Rational,3,0,12,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,972207666742280192,,
31-22,03/31/2023 16:43:12,https://twitter.com/JGimoro/status/976415441861074944,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JGimoro,DU30BBM Solid 日本™,鳴く猫はねずみを捕らぬ なくねこはねずみをとらぬ (naku neko wa nezumi o toranu),,17/08/2023 00:00:00,263,965,東京練馬区,"#Correction po Madam  #FakeVP , kayo po ay well oiled PCOS machine choice at napansin ko rin na mukhang hindi nya alam ang meaning ng  #infrastructure! 
#FakeFakeMoLeni",,"Text, Image",2018-03-21 11:09:16,,Rational,18,9,34,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,976415441861074944,,
31-23,03/31/2023 16:43:12,https://twitter.com/K_K17K/status/977926782916616193,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@K_K17K,KKK,If silence is golden then humility is platinum,,17/03/2023 00:00:00,23,46,Mountains,Meron pa po multo  ang bumoto sa #fakeVP ..sobra talaga pagkakasemento ng mukha ni Aling Leni,,"Text, Reply",2018-03-25 15:14:48,,Rational,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,977926782916616193,,
31-24,03/31/2023 16:43:12,https://twitter.com/okincallejo/status/978781841510383616,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@okincallejo,Nikko Callejo,I'm here to avoid my Facebook friends.,,11/04/2023 00:00:00,239,188,"Makati City, National Capital ","Di ka ba nalulungkot, nababahala o nangangamba sa napakalaking bilang ng di naniniwala na hindi ikaw ang Vice President, Aling Leni Robredo? #FakeVP",,"Text, Reply",2018-03-27 23:52:30,,Emotional,0,0,6,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,978781841510383616,,
31-25,16/03/2023 14:52:00,https://twitter.com/tapatnapilipino/status/960217930712604672,31,"De Castro, Hans Gabriel",RBRD,Leni Robredo cheated during the 2016 General Election,"fakevp, leni mandaraya, 2016 election, leni mandaraya 2016",@tapatnapilipino,"TapatNaPilipino(TNP)
","Ang naninira sa gobyerno ay kasiraan sa Lahing Pilipino, katulad din ng pagaakusa na di mapatunayan, kaya dapat sila ay nasa bilangguan habangbuhay.
",Anonymous,04/11,58,317,Sa Puso ng Pilipinas,"Itapon na ang MANDARAYA sa election na si LENI ROBREDO. 
@lenirobredo
 NINAKAW mo ang BOTO ko nung 2016.",,"Text, Reply",02/04/2018 02:26:00,,Emotional,0,0,0,,,,PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},Not real location,960217930712604672,,
31-26,03/31/2023 16:43:12,https://twitter.com/Ilokosboy/status/980724289446948864,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Ilokosboy,hen. del Pilar,"Modern day version of the brave hero Gregorio del Pilar, who perished in Tirad Pass I’m for truth & fairness for common good & eradicate evils of society",,17/05/2023 00:00:00,397,271,"California, USA",#WellOiledRecount favoring a #FakeVP,,Text,2018-04-02 8:31:06,,Rational,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,980724289446948864,,
31-27,03/31/2023 16:43:12,https://twitter.com/EddieQuyo/status/980742267961884672,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA","The hypocrite #FakeVP soliciting the help of St Scho nuns in the #recount issue! 
@lenirobredo
 isa kang Hudas Iskaryote! God knows Hudas the cheating!!!",,Text,2018-04-02 9:42:32,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,980742267961884672,,
31-28,03/31/2023 16:43:12,https://twitter.com/EddieQuyo/status/980746438043824129,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA","Sinong ginagago ni Atty. Makalintal? That there’s beauty in the automated election system, eh ginamit nga ang hocus PCOS! Tanga ka naman Makalinta isauli mo license mo! Gaya ng kliyente mong #FakeVP",,Text,2018-04-02 9:59:06,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,980746438043824129,,
31-29,03/31/2023 16:43:12,https://twitter.com/londz_67/status/980758310293979136,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@londz_67,londz_67,i am a filipino. fight!,,18/02/2023 00:00:00,21,8,,"#fakevp
#lugawqueen
#BBMTheRealVP 
#BBMtheOnlyLegitimateVP 
#paraparaan
#galawangdilawan",,"Text, Reply",2018-04-02 10:46:17,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,980758310293979136,,
31-30,03/31/2023 16:43:12,https://twitter.com/ThyzenKingTrix/status/980864148895682561,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"#BBMTheRealVP!!

Leni is #FakeVP",,Quote tweet,2018-04-02 17:46:51,,Emotional,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,980864148895682561,,
31-31,03/31/2023 16:43:12,https://twitter.com/MakDyawrige/status/981014109511536640,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@MakDyawrige,Marko Dyawrige,Tech-Savvy. Consultant and a Salesforce Certified Administrator.,,09/12/2023 00:00:00,"1,280",683,"Manila, Philippines",Laban sa kasinungalingan #FakeNews #FakeVP,,"Text, Reply",2018-04-03 3:42:44,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981014109511536640,,
31-32,03/31/2023 16:43:12,https://twitter.com/LTCserdeeeb/status/981015531900747776,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@LTCserdeeeb,Deeeb,"ALS coordinator by day; stargazer by night, pizza expert, rocketship builder, PhilantroFIST by seldom. And i ain’t singing in the shower.",,13/08/2023 00:00:00,630,173,Education,Ang manual recount karon sa VP . . basa ang ubang ballots. FISHY kaayo 2yrs. nilabay naa sa ballot boxes daun basa pa karon? wala lugar nauga? laaams naah! #fakeVP,,Text,2018-04-03 3:48:23,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981015531900747776,,
31-33,03/31/2023 16:43:12,https://twitter.com/sebastian_mel/status/981130212904648705,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@sebastian_mel,mel sebastian,"Artist (musician), Frank and Bold, Owner of a Fragile Soul",,13/08/2023 00:00:00,350,165,Seoul,#FakeLeni #fakevp,,"Text, Reply",2018-04-03 11:24:05,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981130212904648705,,
